Reading data from cleanedMatchTeamData.csv
Loading data...
Dataset size: 23002, Train DL size: 18402, Test DL size: 4600
Finished loading data!
Training model...
Epoch [1/50000], Loss: 1.1040, Train error: 0.7258, Dev error: 0.7235
Epoch [2/50000], Loss: 1.0996, Train error: 0.5427, Dev error: 0.5361
Epoch [3/50000], Loss: 1.0955, Train error: 0.5427, Dev error: 0.5361
Epoch [4/50000], Loss: 1.0918, Train error: 0.5427, Dev error: 0.5361
Epoch [5/50000], Loss: 1.0884, Train error: 0.5427, Dev error: 0.5361
Epoch [6/50000], Loss: 1.0852, Train error: 0.5427, Dev error: 0.5361
Epoch [335/50000], Loss: 0.9840, Train error: 0.4503, Dev error: 0.4730
Epoch [336/50000], Loss: 0.9839, Train error: 0.4497, Dev error: 0.4724
Epoch [337/50000], Loss: 0.9839, Train error: 0.4500, Dev error: 0.4733
Epoch [338/50000], Loss: 0.9838, Train error: 0.4495, Dev error: 0.4717
Epoch [339/50000], Loss: 0.9838, Train error: 0.4493, Dev error: 0.4728
Epoch [340/50000], Loss: 0.9837, Train error: 0.4489, Dev error: 0.4724
Epoch [341/50000], Loss: 0.9836, Train error: 0.4492, Dev error: 0.4733
Epoch [342/50000], Loss: 0.9836, Train error: 0.4486, Dev error: 0.4726
Epoch [343/50000], Loss: 0.9835, Train error: 0.4488, Dev error: 0.4739
Epoch [344/50000], Loss: 0.9835, Train error: 0.4485, Dev error: 0.4730
Epoch [345/50000], Loss: 0.9834, Train error: 0.4486, Dev error: 0.4737
Epoch [346/50000], Loss: 0.9834, Train error: 0.4484, Dev error: 0.4733
Epoch [347/50000], Loss: 0.9833, Train error: 0.4486, Dev error: 0.4737
Epoch [348/50000], Loss: 0.9832, Train error: 0.4483, Dev error: 0.4735
Epoch [349/50000], Loss: 0.9831, Train error: 0.4485, Dev error: 0.4741
Epoch [350/50000], Loss: 0.9831, Train error: 0.4480, Dev error: 0.4737
Epoch [351/50000], Loss: 0.9830, Train error: 0.4482, Dev error: 0.4741
Epoch [352/50000], Loss: 0.9830, Train error: 0.4480, Dev error: 0.4743
Epoch [353/50000], Loss: 0.9829, Train error: 0.4478, Dev error: 0.4743
Epoch [354/50000], Loss: 0.9829, Train error: 0.4478, Dev error: 0.4743

Finished training model!

Final error: 0.46553715826
